Complexity,Loss,Equation
1,2.9749265212123976,"0.28484680767058584"
2,2.659236041697197,"cos(x4)"
3,1.5952181357011295,"(x1 * x1)"
5,0.892850873959061,"((x1 * x1) - 0.8380735440459787)"
7,0.8658504617065262,"(((x1 + -0.15527901081829842) * x1) - 0.8294154990218007)"
